  2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01
  2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01
  2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01
  2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01,   2.9540529e+01
  2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01
  2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01
  2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01
  2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01,   2.7948715e+01
  2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01
  2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01
  2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01
  2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01,   2.8906971e+01
  3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01
  3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01
  3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01
  3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01,   3.2455963e+01
  3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01
  3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01
  3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01
  3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01,   3.0622969e+01
  3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01
  3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01
  3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01
  3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01,   3.2256702e+01
  2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01
  2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01
  2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01
  2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01,   2.9964935e+01
  2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01
  2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01
  2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01
  2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01,   2.7253002e+01
  3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01
  3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01
  3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01
  3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01,   3.2622490e+01
  2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01
  2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01
  2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01
  2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01,   2.7746101e+01
